t,rx_packets,tx_packets,rx_silent_s,state,tec,rec,restarted,bus_errors,arbit_lost,error_warn,error_pass,bus_off
1788435133.8718154,4171808,1984005,8.1244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.881799,4171808,1984005,8.1344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.8986087,4171808,1984005,8.1444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9018657,4171808,1984005,8.1544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.91198,4171808,1984005,8.1644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9218745,4171808,1984005,8.1744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9318416,4171808,1984005,8.1844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9468956,4171808,1984005,8.1944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9518912,4171808,1984005,8.2044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9618118,4171808,1984005,8.2144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9718945,4171808,1984005,8.2244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9818,4171808,1984005,8.2344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435133.9918272,4171808,1984005,8.2444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0074246,4171808,1984005,8.2544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.011774,4171808,1984005,8.2643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0219324,4171808,1984005,8.2744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0318317,4171808,1984005,8.2844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0418887,4171808,1984005,8.2944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.058516,4171808,1984005,8.3044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.061847,4171808,1984005,8.3143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0717752,4171808,1984005,8.3244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.081773,4171808,1984005,8.3344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.0918326,4171808,1984005,8.3444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.107825,4171808,1984005,8.3544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.111786,4171808,1984005,8.3644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1218336,4171808,1984005,8.3744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.131812,4171808,1984005,8.3844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.14182,4171808,1984005,8.3944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1585672,4171808,1984005,8.4044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1617942,4171808,1984005,8.4143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1718676,4171808,1984005,8.4244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1817813,4171808,1984005,8.4344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.1917589,4171808,1984005,8.4443,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.201763,4171808,1984005,8.4544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2159467,4171808,1984005,8.4644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2219021,4171808,1984005,8.4744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2318037,4171808,1984005,8.4844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.241905,4171808,1984005,8.4944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2518246,4171808,1984005,8.5044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.261778,4171808,1984005,8.5144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2783954,4171808,1984005,8.5244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2818077,4171808,1984005,8.5344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.2918127,4171808,1984005,8.5444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.301817,4171808,1984005,8.5544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3118258,4171808,1984005,8.5644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3218071,4171808,1984005,8.5744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3400893,4171808,1984005,8.5844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3418326,4171808,1984005,8.5944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3518002,4171808,1984005,8.6044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.361877,4171808,1984005,8.6144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.37189,4171808,1984005,8.6244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.3818247,4171808,1984005,8.6344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.399035,4171808,1984005,8.6444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4018025,4171808,1984005,8.6543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4118314,4171808,1984005,8.6644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4218295,4171808,1984005,8.6744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4318047,4171808,1984005,8.6844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4418247,4171808,1984005,8.6944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4569852,4171808,1984005,8.7044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.461803,4171808,1984005,8.7144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4718645,4171808,1984005,8.7244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4818478,4171808,1984005,8.7344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.4918756,4171808,1984005,8.7444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5070622,4171808,1984005,8.7544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5118043,4171808,1984005,8.7644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.521761,4171808,1984005,8.7743,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.531815,4171808,1984005,8.7844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5418124,4171808,1984005,8.7944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5518117,4171808,1984005,8.8044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5670373,4171808,1984005,8.8144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5717995,4171808,1984005,8.8243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5818925,4171808,1984005,8.8344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.5918279,4171808,1984005,8.8444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6018462,4171808,1984005,8.8544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6179066,4171808,1984005,8.8644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6218379,4171808,1984005,8.8744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.631774,4171808,1984005,8.8844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6417532,4171808,1984005,8.8943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6517708,4171808,1984005,8.9044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6665518,4171808,1984005,8.9144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6718483,4171808,1984005,8.9244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.681776,4171808,1984005,8.9344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.6918135,4171808,1984005,8.9443,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7018726,4171808,1984005,8.9544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7118318,4171808,1984005,8.9644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.728068,4171808,1984005,8.9744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.731792,4171808,1984005,8.9843,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7417645,4171808,1984005,8.9943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7517624,4171808,1984005,9.0043,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7618225,4171808,1984005,9.0144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7771287,4171808,1984005,9.0244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7817755,4171808,1984005,9.0343,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.7918017,4171808,1984005,9.0444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8018641,4171808,1984005,9.0544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8118744,4171808,1984005,9.0644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.821823,4171808,1984005,9.0744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8393734,4171808,1984005,9.0844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8418038,4171808,1984005,9.0943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8518198,4171808,1984005,9.1044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.86181,4171808,1984005,9.1144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8718016,4171808,1984005,9.1244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8872447,4171808,1984005,9.1344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.8918478,4171808,1984005,9.1444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9018517,4171808,1984005,9.1544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9117887,4171808,1984005,9.1644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9218695,4171808,1984005,9.1744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9318068,4171808,1984005,9.1844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9475987,4171808,1984005,9.1944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9518642,4171808,1984005,9.2044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.961727,4171808,1984005,9.2143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9719388,4171808,1984005,9.2244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9817686,4171808,1984005,9.2344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435134.9982092,4171808,1984005,9.2444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.001831,4171808,1984005,9.2544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0118756,4171808,1984005,9.2644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0219293,4171808,1984005,9.2744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0318744,4171808,1984005,9.2844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0418947,4171808,1984005,9.2944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.058444,4171808,1984005,9.3044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0617738,4171808,1984005,9.3143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.07174,4171808,1984005,9.3243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.0818062,4171808,1984005,9.3344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.091798,4171808,1984005,9.3444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1061609,4171808,1984005,9.3544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1117685,4171808,1984005,9.3643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1217873,4171808,1984005,9.3744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.131772,4171808,1984005,9.3843,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1418147,4171808,1984005,9.3944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1517694,4171808,1984005,9.4044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1686592,4171808,1984005,9.4144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1717668,4171808,1984005,9.4243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.1818862,4171808,1984005,9.4344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.191809,4171808,1984005,9.4444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.201788,4171808,1984005,9.4543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2118154,4171808,1984005,9.4644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2274098,4171808,1984005,9.4743,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2318485,4171808,1984005,9.4844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2420218,4171808,1984005,9.4945,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2518458,4171808,1984005,9.5044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2618403,4171808,1984005,9.5144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2782228,4171808,1984005,9.5244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2818046,4171808,1984005,9.5343,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.2917738,4171808,1984005,9.5443,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3017626,4171808,1984005,9.5543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3117573,4171808,1984005,9.5643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.321828,4171808,1984005,9.5744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3385596,4171808,1984005,9.5844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3417811,4171808,1984005,9.5943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3517926,4171808,1984005,9.6044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3618064,4171808,1984005,9.6144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3718429,4171808,1984005,9.6244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.3818207,4171808,1984005,9.6344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.398367,4171808,1984005,9.6444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4017687,4171808,1984005,9.6543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4117727,4171808,1984005,9.6643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4218352,4171808,1984005,9.6744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4318218,4171808,1984005,9.6844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4476163,4171808,1984005,9.6944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.451774,4171808,1984005,9.7044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4617453,4171808,1984005,9.7143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.471742,4171808,1984005,9.7243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4817996,4171808,1984005,9.7344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.4917994,4171808,1984005,9.7444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5073884,4171808,1984005,9.7544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5117638,4171808,1984005,9.7643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5218668,4171808,1984005,9.7744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5318203,4171808,1984005,9.7844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.54182,4171808,1984005,9.7944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5586348,4171808,1984005,9.8044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5617716,4171808,1984005,9.8143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.571849,4171808,1984005,9.8244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5818124,4171808,1984005,9.8344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.5917952,4171808,1984005,9.8444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6017966,4171808,1984005,9.8544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6164894,4171808,1984005,9.8644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6218336,4171808,1984005,9.8744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6318488,4171808,1984005,9.8844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6418185,4171808,1984005,9.8944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6518087,4171808,1984005,9.9044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6663923,4171808,1984005,9.9144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6717916,4171808,1984005,9.9244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.681832,4171808,1984005,9.9344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.6918263,4171808,1984005,9.9444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7017686,4171808,1984005,9.9544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7117872,4171808,1984005,9.9644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.728301,4171808,1984005,9.9744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7318149,4171808,1984005,9.9844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7418213,4171808,1984005,9.9944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.75181,4171808,1984005,10.0044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7618337,4171808,1984005,10.0144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.7785308,4171808,1984005,10.0244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.781773,4171808,1984005,10.0343,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.791772,4171808,1984005,10.0444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8018184,4171808,1984005,10.0544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8117683,4171808,1984005,10.0644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8217692,4171808,1984005,10.0744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8364158,4171808,1984005,10.0843,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8417666,4171808,1984005,10.0943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8517325,4171808,1984005,10.1043,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8617618,4171808,1984005,10.1143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8717518,4171808,1984005,10.1243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8860836,4171808,1984005,10.1343,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.8918443,4171808,1984005,10.1444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9017665,4171808,1984005,10.1543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.911762,4171808,1984005,10.1643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9217513,4171808,1984005,10.1743,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9317563,4171808,1984005,10.1843,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9464834,4171808,1984005,10.1944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9517646,4171808,1984005,10.2043,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9618454,4171808,1984005,10.2144,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9719045,4171808,1984005,10.2244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9819057,4171808,1984005,10.2344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435135.9971087,4171808,1984005,10.2444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0018172,4171808,1984005,10.2544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0118053,4171808,1984005,10.2644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.021852,4171808,1984005,10.2744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0322704,4171808,1984005,10.2847,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.041785,4171808,1984005,10.2944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0573745,4171808,1984005,10.3044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0618198,4171808,1984005,10.3143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0718284,4171808,1984005,10.3244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0817552,4171808,1984005,10.3343,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.0918217,4171808,1984005,10.3444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.101769,4171808,1984005,10.3543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1194499,4171808,1984005,10.3644,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.121765,4171808,1984005,10.3743,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1318686,4171808,1984005,10.3844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1417816,4171808,1984005,10.3943,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1520185,4171808,1984005,10.4046,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1617498,4171808,1984005,10.4143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1760993,4171808,1984005,10.4243,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1818068,4171808,1984005,10.4344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.1917996,4171808,1984005,10.4444,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2019029,4171808,1984005,10.4544,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2121067,4171808,1984005,10.4646,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2287421,4171808,1984005,10.4744,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.23182,4171808,1984005,10.4844,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2418294,4171808,1984005,10.4944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2518358,4171808,1984005,10.5044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2617314,4171808,1984005,10.5143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2717762,4171808,1984005,10.5244,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2870202,4171808,1984005,10.5344,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.2917428,4171808,1984005,10.5443,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.30178,4171808,1984005,10.5543,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3117282,4171808,1984005,10.5643,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3217764,4171808,1984005,10.5743,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3317287,4171808,1984005,10.5843,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3485343,4171808,1984005,10.5944,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3517737,4171808,1984005,10.6044,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.361744,4171808,1984005,10.6143,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3718224,4171818,1984005,0.0,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3818028,4171841,1984005,0.0,ERROR-PASSIVE,128,1,0,0,0,6,6,0
1788435136.3973653,4171856,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.401877,4171872,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4118671,4171888,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4218953,4171908,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4319007,4171921,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4466357,4171937,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4518485,4171951,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4617815,4171968,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4717796,4171983,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4818223,4172000,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.4918149,4172021,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5078082,4172040,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5118032,4172053,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5218627,4172069,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5318258,4172089,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5418408,4172104,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.551814,4172118,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5665615,4172134,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.571993,4172150,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.581853,4172164,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.5918067,4172180,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.601812,4172201,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.616401,4172217,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.6217878,4172233,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.6318512,4172262,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.6418183,4172297,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.651797,4172335,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
1788435136.6618168,4172373,1984005,0.0,ERROR-PASSIVE,128,0,0,0,0,6,6,0
